,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Olivia,1708246,Jetoptera,02/20/2020 10:25 AM,Microventures,https://app.microventures.com/crowdfunding/jetoptera,https://www.sec.gov/Archives/edgar/data/1708246/000170824620000001/xslC_X01/primary_doc.xml,2/19/2020,"Jetoptera, Inc.",Jetoptera,Transportation/Trucking/Railroad,HardwareTech,Early,Seed,RegCF,,Convertible Note,,,,"$22,000,000",20%,Transactional,B2B,Life Style,Yes,Low,High,Yes,"$7,100,000,000",$5B-$10B,"$3,500,000,000",$1B-$5B,5.8%,0%-10%,4,Low,Low,Similar to others,High,Low,No,Yes,No,No,$0,"$138,175","$4,900,000",2.82%,Pre-Revenue,,Yes,2,3,No,Yes,No,No,7,5,0,0,,0,0,0,42,Yes,,14,0,0,39,Yes,,0,1,0,59,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,1.00,0.00,46.67,35 - 54,2.82%,,4.3,3.1,,,3.7,Convertible Note,12.7%,Early,,2.7,1.4,2.1,No,,1.4,1.4,1.0,1.3,35 - 54,67%,3,6%,5,13%,No,73%,Yes,No,No,,Transactional,63%,B2B,22%,Low,44%,High,68%,,1.0,1.0,4.9,1.9,2.2,Pre-Revenue,22%,,1.0,Yes,24%,High,46%,Low,17%,,,2.0,,10.2,2.2
Olivia,1806364,Mevo,,WeFunder,https://wefunder.com/mevo,https://www.sec.gov/Archives/edgar/data/1806364/000167025420000189/xslC_X01/primary_doc.xml,3/16/2020,"Mevo, Inc.",Mevo,Computer Hardware,HardwareTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$12,000,000",,,Transactional,B2C,Life Style,Yes,Low,High,No,"$184,000,000,000",$100B-$250B,"$42,600,000,000",$25B-$50B,20.4%,20%-30%,9,High,Low,Obviously better than others,Low,High,No,No,Yes,Yes,"$4,428,320","$261,255","$3,274,790",7.98%,Pre-Profit,,Yes,1,1,No,No,No,No,0,27,0,1,,11,2,1,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,2.00,1.00,42.00,35 - 54,7.98%,,4.6,,,,4.6,Equity - Preferred,7.9%,Early,,3.6,2.1,2.9,No,,2.0,1.9,2.0,2.0,35 - 54,67%,1,48%,27,2%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,5.0,2.0,4.7,1.6,3.3,Pre-Profit,49%,,3.0,No,76%,Low,54%,High,83%,,,3.1,,15.7,4.3
Olivia,1803906,TrustFund,,NetCapital,https://netcapital.com/companies/trustfund,https://www.sec.gov/Archives/edgar/data/1803906/000166919120000138/xslC_X01/primary_doc.xml,3/25/2020,"Impact X Partners, LLC",TrustFund,Financial Services,FinTech,Early,Seed,RegCF,,Equity - Common,,,"$2,500,000",,,Recurring,B2C,High Growth,Yes,Low,Low,No,"$100,100,000,000",$100B-$250B,"$5,180,000,000",$5B-$10B,7.0%,0%-10%,25,Low,Low,Obviously worse than others,Low,High,No,No,No,No,$0,"$3,685","$600,000",0.61%,Pre-Revenue,,Yes,10,2,No,No,No,No,2,4,0,0,,0,3,0,35,Yes,,20,1,0,45,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,4.00,0.00,40.00,35 - 54,0.61%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,3.0,1.4,2.2,No,,2.0,2.8,1.0,1.9,35 - 54,67%,2,41%,4,13%,No,73%,No,No,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,1.0,1.0,5.0,1.1,2.0,Pre-Revenue,22%,,1.0,No,76%,Low,54%,High,83%,,,2.4,,12.1,2.9
Olivia,1759403,GRIT BXNG,,Republic,https://republic.co/grit,https://www.sec.gov/Archives/edgar/data/1759403/000121390020007152/xslC_X01/primary_doc.xml,3/23/2020,"Work Hard Play Hard Train Hard, Inc.",GRIT BXNG,"Health, Welness & Fitness",Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$15,000,000",,,Transactional,B2C,Life Style,Yes,Low,High,No,"$80,000,000,000",$50B-$100B,"$9,100,000,000",$5B-$10B,7.8%,0%-10%,15,High,Low,Similar to others,Low,High,No,No,Yes,Yes,$0,"$53,663","$5,000,000",1.07%,Profitable,,No,0,3,Yes,Yes,No,No,5,12,0,7,,0,1,0,66,No,,0,0,0,25,Yes,,0,0,0,21,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,37.33,35 - 54,1.07%,,4.5,,,,4.5,Equity - Common,28.6%,Growth,,3.0,1.4,2.2,No,,1.0,1.4,1.0,1.1,35 - 54,67%,3,6%,12,2%,Yes,27%,Yes,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,5.0,1.0,5.0,1.9,3.2,Profitable,5%,,3.0,No,76%,Low,54%,High,83%,,,2.8,,14.1,3.7
Olivia,1789874,SideHustle App,,WeFunder,https://wefunder.com/sidehustle.app,https://www.sec.gov/Archives/edgar/data/1789874/000167025420000184/xslC_X01/primary_doc.xml,3/13/2020,SideHustle App Inc,SideHustle App,Marketing & Advertising,CommerceTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$2,400,000",20%,Transactional,B2B,High Growth,Yes,Low,Low,No,"$337,800,000,000",$250B-$500B,"$11,000,000,000",$10B-$25B,22.9%,20%-30%,80,Low,Low,Obviously worse than others,Low,High,No,No,Yes,Yes,"$26,316","$2,619",$0,100.00%,Pre-Profit,,No,0,1,No,No,Yes,No,0,5,0,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,42.00,35 - 54,100.00%,,4.9,3.1,,,4.0,SAFE,36.5%,Early,,3.3,2.1,2.7,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,5,13%,No,73%,No,Yes,No,,Transactional,63%,B2B,22%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,2.1,,10.7,2.4
Iliass,1774152,DoraHacks,08/14/2019 9:13 AM,Republic,https://republic.co/dorahacks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774152&action=getcompany,12/19/2019,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",Dora Hacks,Human Resources,MarketplaceTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$35,000,000",0%,Transactional,B2B/B2C,High Growth,Yes,High,Low,No,"$2,171,922,408",$1B-$5B,"$217,192,241",$100M-$250M,23.5%,20%-30%,20,High,Low,Similar to others,High,High,No,No,Yes,Yes,$0,"$8,874","$2,000,000",0.44%,Pre-Profit,,Yes,10,2,Yes,Yes,Yes,No,4,10,5,3,,6,1,0,31,Yes,,0,0,0,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,1.00,0.00,30.00,20 - 34,0.44%,,3.8,1.0,,,2.4,SAFE,36.5%,Early,,1.9,2.1,2.0,No,,1.3,1.4,1.0,1.2,20 - 34,22%,2,41%,10,3%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,5.0,1.4,3.1,Pre-Profit,49%,,3.0,No,76%,High,46%,High,83%,,,2.3,,11.7,2.8
Iliass,1725567,Neurotez,08/19/2019 9:42 AM,NetCapital,https://netcapital.com/companies/neurotez,https://www.sec.gov/Archives/edgar/data/1725567/000166919119000295/xslC_X01/primary_doc.xml,8/5/2019,Neurotez Inc.,Neurotez Inc.,Biotechnology,BioTech,Early,Series A,RegCF,,Equity - Common,,,"$21,959,058",,,Transactional,B2C,High Growth,No,High,High,No,"$4,160,000,000",$1B-$5B,"$748,800,000",$500M-$1B,8.0%,0%-10%,10,High,Low,Similar to others,High,Low,Yes,Yes,No,No,$0,"$26,434","$4,500,000",0.59%,Pre-Product,Phase I,No,0,1,No,No,No,No,2,10,0,2,,26,0,0,58,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00,0.00,0.00,58.00,55+,0.59%,,4.3,,,,4.3,Equity - Common,28.6%,Early,,2.4,1.4,1.9,Yes,,3.5,1.0,1.0,1.8,55+,11%,1,48%,10,3%,No,73%,No,No,No,,Transactional,63%,B2C,40%,High,56%,High,68%,,1.0,1.0,5.0,1.8,2.2,Pre-Product,24%,,3.0,Yes,24%,High,46%,Low,17%,,,2.6,,13.2,3.3
Iliass,1785391,Vendaval,08/21/2019 11:40 AM,Mr. Crowd,https://www.mrcrowd.com/company/VEND,https://www.sec.gov/Archives/edgar/data/1785391/000178539119000001/xslC_X01/primary_doc.xml,8/21/2019,Vendaval Corp.,Vendaval Corp,Real Estate,PropTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$20,000,000",,,Transactional,B2C,High Growth,No,High,High,No,"$20,000,000",< $25M,"$20,000,000",< $25M,0.0%,0%-10%,,Low,Low,Similar to others,High,High,No,No,No,No,$0,"$5,333",$0,100.00%,Pre-Product,,No,0,1,No,No,Yes,No,1,1,0,0,,0,0,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,48.00,35 - 54,100.00%,,4.3,,,,4.3,Equity - Preferred,7.9%,Early,,1.0,1.4,1.2,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,1,8%,No,73%,No,Yes,No,,Transactional,63%,B2C,40%,High,56%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,High,46%,High,83%,,,1.7,,8.5,1.5
Iliass,1786471,Aptrea Motors,08/29/2019 9:00 AM,WeFunder,https://wefunder.com/aptera,https://www.sec.gov/Archives/edgar/data/1786471/000167025419000484/xslC_X01/primary_doc.xml,8/22/2019,Aptera Motors Corp.,Aptera,Automotive,CleanTech,Early,Seed,RegCF,,SAFE,,,,"$20,000,000",0%,Transactional,B2C,High Growth,No,Low,High,No,"$4,000,000,000,000",> $1T,"$185,000,000,000",$100B-$250B,25.6%,20%-30%,30,Low,Low,Similar to others,High,High,Yes,Yes,No,No,$0,"$3,158","$200,000",1.58%,Pre-Product,,No,0,2,Yes,No,No,No,3,6,0,0,,16,2,0,46,No,,3,1,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.50,3.00,0.00,50.00,35 - 54,1.58%,,4.3,1.0,,,2.7,SAFE,36.5%,Early,,4.1,2.1,3.1,Yes,,1.9,2.3,1.0,1.7,35 - 54,67%,2,41%,6,8%,Yes,27%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,4.9,1.0,2.0,Pre-Product,24%,,1.0,Yes,24%,High,46%,High,83%,,,2.1,,10.5,2.3
Iliass,1689304,"Scrap Connection, Inc.",08/30/2019 3:35 PM,WeFunder,https://wefunder.com/scrap.connection.inc,https://www.sec.gov/Archives/edgar/data/1689304/000167025419000488/xslC_X01/primary_doc.xml,8/28/2019,"Scrap Connection, Inc.",Tradefox,International Trade and Development,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$7,000,000",0%,Recurring,B2B,High Growth,Yes,High,Low,No,"$250,000,000,000",$250B-$500B,"$2,000,000,000",$1B-$5B,3.1%,0%-10%,9,High,Low,Obviously better than others,High,Low,No,No,Yes,Yes,"$16,172","$34,184","$1,715,889",1.99%,Pre-Profit,,No,0,1,No,No,No,No,2,3,0,0,,16,3,2,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,2.00,51.00,35 - 54,1.99%,,4.8,1.0,,,2.9,SAFE,36.5%,Early,,2.7,1.4,2.1,No,,2.5,2.3,3.0,2.6,35 - 54,67%,1,48%,3,10%,No,73%,No,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,5.0,1.0,4.9,1.3,3.1,Pre-Profit,49%,,3.0,No,76%,High,46%,Low,17%,,,2.7,,13.6,3.5
Iliass,1745527,The OmniPad Company,08/31/2019 1:53 PM,Razitall,https://www.razitall.com/pitch/revolving-tread-omnidirectional-treadmill-for-vr,https://www.sec.gov/Archives/edgar/data/1745527/000166828719000053/xslC_X01/primary_doc.xml,9/27/2019,"The OmniPad Company, LLC",Omnipad,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$2,500,000",0%,Transactional,B2B/B2C,High Growth,No,Low,High,No,"$18,800,000,000",$10B-$25B,"$4,400,000,000",$1B-$5B,37.2%,30%-40%,6,Low,Low,Similar to others,High,Low,No,Yes,No,No,$0,$111,"$1,000,000",0.01%,Pre-Product,,No,0,1,No,No,No,No,2,5,1,0,,0,0,0,47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,47.00,35 - 54,0.01%,,4.9,1.0,,,3.0,CAFES,14.3%,Early,,2.7,2.5,2.6,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,5,13%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,1.0,1.0,5.0,1.2,2.0,Pre-Product,24%,,1.0,Yes,24%,High,46%,Low,17%,,,1.9,,9.6,1.9
Iliass,1785164,Green Growth,09/03/2019 9:23 AM,Fundanna,https://fundanna.com/equity/offer-summary/GreenGrowth,https://www.sec.gov/Archives/edgar/data/1785164/000178516419000001/xslC_X01/primary_doc.xml,8/16/2019,"Green Growth Real Estate, LLC",Green Growth Real Estate,Commercial Real Estate,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$3,000,000",0%,Recurring,B2B,Life Style,No,Low,High,No,"$20,225,132,500",$10B-$25B,"$20,225,132,500",$10B-$25B,13.5%,10%-20%,15,Low,Low,Similar to others,High,Low,No,No,No,No,$0,$27,$0,100.00%,Pre-Product,,No,0,1,No,No,No,Yes,4,1,0,0,,0,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,49.00,35 - 54,100.00%,,4.9,1.0,,,3.0,Convertible Note,12.7%,Early,,3.3,1.7,2.5,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,1,8%,No,73%,No,No,Yes,,Recurring,37%,B2B,22%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,High,46%,Low,17%,,,1.7,,8.5,1.5
Iliass,1728036,"earthdog, GP",09/04/2019 2:38 PM,Razitall,https://www.razitall.com/pitch/every-dog-s-neck-deserves-hemp-gear-from-earthdog,https://www.sec.gov/Archives/edgar/data/1728036/000166828718000027/xslC_X01/primary_doc.xml,4/26/2018,"earthdog, GP",Earthdog,Consumer Goods,Non-Tech,Growth,Series A,RegCF,,CAFES,,,,"$1,900,000",0%,Transactional,B2B/B2C,Life Style,No,High,Low,No,"$12,296,000,000",$10B-$25B,"$4,303,600,000",$1B-$5B,7.0%,0%-10%,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$286,000","$5,250",$0,100.00%,Pre-Profit,,No,0,2,No,Yes,No,No,0,2,0,0,,23,0,0,42,No,,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,0.00,0.00,42.00,35 - 54,100.00%,,4.9,1.0,,,3.0,CAFES,14.3%,Growth,,2.7,1.4,2.1,No,,3.2,1.0,1.0,1.7,35 - 54,67%,2,41%,2,14%,No,73%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,2.0,,9.8,2.0
Iliass,1727652,English for a Song,09/04/2019 2:47 PM,Razitall,https://www.razitall.com/pitch/transforming-adult-literacy-through-pop-music,https://www.sec.gov/cgi-bin/browse-edgar?company=english+for+a+song&owner=exclude&action=getcompany,5/2/2018,"English for a Song, Inc.",English For a Song,E-learning,EdTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,500,000",0%,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$4,309,637,530",$1B-$5B,"$4,309,637,530",$1B-$5B,15.2%,10%-20%,100,Low,High,Similar to others,Low,High,Yes,No,No,No,$0,$7,$0,100.00%,Pre-Product,,No,0,4,Yes,Yes,No,No,8,4,0,0,,20,0,0,62,No,,30,0,0,65,Yes,,12,0,0,63,No,,1,1,1,49,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,1.00,1.00,59.75,55+,100.00%,,5.0,1.0,,,3.0,CAFES,14.3%,Early,,2.7,1.7,2.2,Yes,,2.5,1.4,2.0,2.0,55+,11%,4,5%,4,13%,Yes,27%,Yes,No,No,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,3.0,No,76%,Low,54%,High,83%,,,2.2,,11.2,2.5
Iliass,1738707,Of The North Beverage International,09/04/2019 2:51 PM,Razitall,https://www.razitall.com/pitch/the-new-ice-age-borealis-rare-iceberg-beer,https://www.sec.gov/Archives/edgar/data/1738707/000166828718000034/xslC_X01/primary_doc.xml,04/30/2018,Of The North Beverage International Inc,Borealis Rare Iceberg Beer,Food & Beverages,Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$8,750,000",0%,Transactional,B2B/B2C,Life Style,No,Low,High,No,"$114,200,000,000",$100B-$250B,"$27,600,000,000",$25B-$50B,7.0%,0%-10%,100,Low,Low,Similar to others,High,High,No,No,Yes,No,$0,$0,$0,100.00%,Pre-Revenue,,Yes,7,1,No,No,No,No,0,2,0,0,,24,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,0.00,0.00,50.00,35 - 54,100.00%,,4.7,1.0,,,2.9,CAFES,14.3%,Early,,3.6,1.4,2.5,No,,3.3,1.0,1.0,1.8,35 - 54,67%,1,48%,2,14%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,3.0,1.0,1.0,1.0,1.5,Pre-Revenue,22%,,1.0,No,76%,High,46%,High,83%,,,1.9,,9.6,1.9
Iliass,1783015,Soar Robotics,09/05/2019 10:02 AM,Republic,https://republic.co/soar-robotics,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000001/xslC_X01/primary_doc.xml,09/04/2019,Soar Robotics Inc.,Soar Robotics,Industrial Automation,AutomationTech,Early,Seed,RegCF,,CAFES,,,,"$7,000,000",20%,Recurring,B2B,High Growth,Yes,High,High,Yes,"$1,786,829,694",$1B-$5B,"$1,786,829,694",$1B-$5B,23.4%,20%-30%,15,Low,Low,Similar to others,High,Low,No,No,Yes,Yes,$0,$0,$0,100.00%,Pre-Revenue,,No,0,2,Yes,No,Yes,No,3,9,0,0,,6,1,1,31,No,,1,1,1,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,2.00,2.00,34.00,20 - 34,100.00%,,4.8,3.1,,,3.9,CAFES,14.3%,Early,,2.7,2.1,2.4,No,,1.3,1.9,3.0,2.1,20 - 34,22%,2,41%,9,6%,Yes,27%,No,Yes,No,,Recurring,37%,B2B,22%,High,56%,High,68%,,5.0,1.0,1.0,1.0,2.0,Pre-Revenue,22%,,1.0,No,76%,High,46%,Low,17%,,,2.3,,11.4,2.6
Iliass,1786413,18th and Fairfax LLC dba Intox-Detox,09/05/2019 1:58 PM,Razitall,https://www.razitall.com/pitch/hangovers-suck-creating-better-tomorrows-for-all,https://www.sec.gov/Archives/edgar/data/1786413/000166828719000041/xslC_X01/primary_doc.xml,09/05/2019,18th and Fairfax LLC,Intox-Detox,"Health, Welness & Fitness",Non-Tech,Growth,Seed,RegCF,,CAFES,,,,"$1,600,000",0%,Transactional,B2B/B2C,Life Style,No,High,High,Yes,"$785,000,000",$500M-$1B,"$785,000,000",$500M-$1B,12.8%,10%-20%,30,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$19,606","$8,178",$0,100.00%,Pre-Profit,,No,0,2,No,Yes,No,No,0,2,0,0,,6,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,0.00,0.00,42.00,35 - 54,100.00%,,4.9,1.0,,,3.0,CAFES,14.3%,Growth,,2.4,1.7,2.1,No,,1.6,1.0,1.0,1.2,35 - 54,67%,2,41%,2,14%,No,73%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,High,68%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,1.8,,9.2,1.8
Iliass,1739088,Michael Ray Galleries,09/05/2019 2:56 PM,Razitall,https://www.razitall.com/pitch/reclaiming-historical-sites-as-local-art-galleries,https://www.sec.gov/Archives/edgar/data/1739088/000166828718000031/xslC_X01/primary_doc.xml,04/30/2018,Michael Ray Galleries,Michael Ray Galleries,Fine Art,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,500,000",0%,Transactional,B2B/B2C,Life Style,No,Low,Low,No,"$10,000,000",< $25M,"$10,000,000",< $25M,5.0%,0%-10%,,Low,Low,Similar to others,Low,High,Yes,No,Yes,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,2,No,No,No,No,2,2,0,0,,30,0,0,42,No,,3,0,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.50,0.00,0.00,48.00,35 - 54,100.00%,,5.0,1.0,,,3.0,CAFES,14.3%,Early,,1.0,1.4,1.2,Yes,,2.6,1.0,1.0,1.5,35 - 54,67%,2,41%,2,14%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,3.0,1.0,1.0,1.0,1.5,Pre-Revenue,22%,,1.0,No,76%,Low,54%,High,83%,,,1.6,,8.2,1.4
Iliass,1685241,Le Bread Xpress,09/06/2019 10:38 AM,WeFunder,https://wefunder.com/lebreadxpress,https://www.sec.gov/Archives/edgar/data/1685241/000167025419000443/xslC_X01/primary_doc.xml,08/08/2019,"Le Bread Xpress, Inc.",Le Bread Xpress,Food & Beverages,FoodTech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000",0%,Recurring,B2B,High Growth,No,Low,High,No,"$30,000,000,000",$25B-$50B,"$5,000,000,000",$5B-$10B,14.5%,10%-20%,20,High,Low,Similar to others,High,High,No,No,Yes,Yes,"$3,953","$14,109","$944,500",1.49%,Pre-Profit,,Yes,1,2,Yes,No,No,No,4,2,0,0,,5,0,0,54,No,,5,0,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,0.00,0.00,50.00,35 - 54,1.49%,,4.9,1.0,,,3.0,SAFE,36.5%,Early,,3.0,1.7,2.4,No,,1.5,1.0,1.0,1.2,35 - 54,67%,2,41%,2,14%,Yes,27%,No,No,No,,Recurring,37%,B2B,22%,Low,44%,High,68%,,5.0,1.0,4.9,1.2,3.0,Pre-Profit,49%,,3.0,No,76%,High,46%,High,83%,,,2.5,,12.5,3.1
Iliass,1725162,WeStrive,9/6/2019 10:41 AM,WeFunder,https://wefunder.com/westrive,https://www.sec.gov/Archives/edgar/data/1725162/000167025419000492/xslC_X01/primary_doc.xml,8/28/2019,PerFIcT Inc.,WeStrive,"Health, Welness & Fitness",MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$4,000,000",38%,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$9,000,000,000",$5B-$10B,"$9,000,000,000",$5B-$10B,2.5%,0%-10%,10,High,High,Obviously better than others,Low,High,No,No,Yes,No,$0,"$4,073","$85,605",4.76%,Pre-Revenue,,No,0,1,No,No,No,No,1,9,0,0,,4,1,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,1.00,0.00,27.00,20 - 34,4.76%,,4.9,5.0,,,4.9,SAFE,36.5%,Early,,3.0,1.4,2.2,No,,1.4,1.4,1.0,1.3,20 - 34,22%,1,48%,9,6%,No,73%,No,No,No,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,3.0,1.0,4.8,1.0,2.5,Pre-Revenue,22%,,5.0,No,76%,Low,54%,High,83%,,,3.2,,15.9,4.4
Iliass,1783629,Locl,09/10/2019 9:27 AM,WeFunder,https://wefunder.com/locl,https://www.sec.gov/Archives/edgar/data/1783629/000167025419000432/xslC_X01/primary_doc.xml,07/25/2019,LOCL Enterprises Inc.,LOCL,Sporting Goods,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000",25%,Transactional,B2C,Life Style,No,Low,High,No,"$7,100,000,000",$5B-$10B,"$2,130,000,000",$1B-$5B,7.7%,0%-10%,25,Low,Low,Similar to others,Low,High,Yes,No,No,No,$0,$235,"$15,000",1.57%,Pre-Product,,No,0,1,No,No,No,No,2,1,2,0,,0,0,0,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,44.00,35 - 54,1.57%,,4.9,3.6,,,4.3,SAFE,36.5%,Early,,2.7,1.4,2.1,Yes,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,1,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,4.9,1.0,2.0,Pre-Product,24%,,1.0,No,76%,Low,54%,High,83%,,,2.1,,10.3,2.2
Iliass,1785480,tinyB chocolate,09/11/2019 10:15 AM,WeFunder,https://wefunder.com/tinybchocolate,https://www.sec.gov/Archives/edgar/data/1785480/000167025419000464/xslC_X01/primary_doc.xml,08/22/2019,tinyB chocolate LLC,tinyB chocolate,Food & Beverages,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$2,500,000",0%,Transactional,B2B/B2C,Life Style,No,High,High,No,"$28,503,000,000",$25B-$50B,"$70,000,000",$50M-$100M,1.9%,0%-10%,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$317,558","$2,722",$0,100.00%,Pre-Profit,,No,0,2,No,Yes,Yes,No,4,3,0,0,,6,0,0,41,No,,6,2,1,48,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,2.00,1.00,44.50,35 - 54,100.00%,,4.9,1.0,,,3.0,SAFE,36.5%,Growth,,1.6,1.4,1.5,No,,1.6,1.9,2.0,1.8,35 - 54,67%,2,41%,3,10%,No,73%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,High,68%,,5.0,1.1,1.0,1.0,2.0,Pre-Profit,49%,,1.0,No,76%,Low,54%,High,83%,,,1.9,,9.3,1.8
