writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,market_size_total,market_size_total_buckets,market_size_addressable,market_size_addressable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_previous_startups,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_previous_startups,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_previous_startups,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_previous_startups,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_previous_startups,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_previous_startups,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_previous_startups,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_previous_startups,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_previous_startups,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,
Olivia,1808015,Infinovate,,NetCapital,https://netcapital.com/companies/infinovate,https://www.sec.gov/Archives/edgar/data/1808015/000166919120000164/xslC_X01/primary_doc.xml,4/7/2020,Infinovate LLC,Infinovate,Financial Services,FinTech,Early,Pre-Seed,RegCF,,Equity - Common,,,,"$10,000,000 ",,"$10,000,000 ",10000000,$8M - $10M,Recurring,B2B,High Growth,Yes,High,Low,No,"$127,660,000,000 ",$100B-$250B,"$3,000,000,000 ",$1B-$5B,11.50%,10%-20%,25,Low,Low,Obviously worse than others,Low,High,No,No,No,No,0,< $10K,52766,$0 ,< $10K,100.00%,90% - 100%,Pre-Product,,No,0,2,No,Yes,No,No,2,4,0,0,,17,0,0,40,Yes,,11,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1738026,Reflex Project,,Republic,https://republic.co/reflex-protect,https://www.sec.gov/Archives/edgar/data/1738026/000173802620000002/xslC_X01/primary_doc.xml,4/9/2020,"Reflex Red Storm, LLC",Reflex Protect,Consumer Goods,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$9,000,000 ",0%,"$9,000,000 ",9000000,$8M - $10M,Transactional,B2B/B2C,Life Style,No,High,High,No,"$2,400,000,000 ",$1B-$5B,"$26,000,000 ",$25M-$50M,15.00%,10%-20%,3,High,Low,Obviously better than others,High,Low,Yes,Yes,Yes,Yes,238234,$100K - $500K,37509,"$1,125,000 ",$1M - $2M,3.33%,< 10%,Pre-Profit,,Yes,76,2,No,No,No,No,2,8,0,1,,0,1,0,55,Yes,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1786855,College Coaching Network,,NetCapital,https://netcapital.com/companies/college-coaching-network,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000144/xslC_X01/primary_doc.xml,3/27/2020,College Coaching Network Inc.,College Coaching Network,Education Management,EdTech,Early,Seed,RegCF,,Equity - Common,,,"$2,529,820 ",,,,2529820,$2M - $4M,Recurring,B2B,High Growth,Yes,High,Low,,"$1,000,000,000 ",$1B-$5B,"$300,000,000 ",$250M-$500M,15.00%,10%-20%,20,High,Low,Obviously better than others,High,High,No,No,Yes,Yes,15000,$10K - $50K,0,$0 ,< $10K,100.00%,90% - 100%,Profitable,,Yes,15,2,No,No,Yes,No,2,7,2,0,,2,0,0,45,No,,5,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1807984,All ebt Foundation,,Republic,https://republic.co/all_ebt,https://www.sec.gov/Archives/edgar/data/1807984/000180798420000003/xslC_X01/primary_doc.xml,3/30/2020,All ebt Foundation,All_ebt,Food & Beverages,FinTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000 ",0%,"$5,000,000 ",5000000,$4M - $6M,Recurring,B2C,High Growth,Yes,Low,Low,,"$50,000,000,000 ",$50B-$100B,"$5,000,000,000 ",$5B-$10B,20.00%,10%-20%,2,High,High,Obviously better than others,High,Low,Yes,No,No,No,0,< $10K,0,$0 ,< $10K,100.00%,90% - 100%,Pre-Product,,No,0,2,No,No,Yes,No,2,2,3,2,,3,0,0,36,No,,0,1,0,20,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1807742,CricClubs,,Republic,https://republic.co/cricclubs,https://www.sec.gov/Archives/edgar/data/1807742/000180774220000002/xslC_X01/primary_doc.xml,3/27/2020,CricClubs Inc,CricClubs,Computer Software,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$12,500,000 ",20%,"$10,000,000 ",10000000,$8M - $10M,Transactional,B2C,High Growth,Yes,Low,Low,,"$50,000,000,000 ",$50B-$100B,"$10,000,000,000 ",$10B-$25B,-1.00%,< 0% (Shrinking Market),10,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,574457,$500K - $1M,4000,"$205,000 ",$100K - $500K,1.95%,< 10%,Pre-Profit,,Yes,2,2,No,No,Yes,No,4,5,0,0,,8,0,0,40,No,,10,0,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1804169,Indy Brand Clothing,,WeFunder,https://wefunder.com/indy.brand,https://www.sec.gov/Archives/edgar/data/1804169/000167025420000181/xslC_X01/primary_doc.xml,3/3/2020,"Indy Brand Clothing, LLC",Indy Brand Clothing,Apparel & Fashion,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$5,000,000 ",,,,5000000,$4M - $6M,Transactional,B2C,Life Style,No,Low,High,,"$12,700,000,000 ",$10B-$25B,"$100,000,000 ",$100M-$250M,4.00%,0%-10%,50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,1639949,$1M - $2M,0,"$219,000 ",$100K - $500K,100.00%,90% - 100%,Profitable,,No,0,4,Yes,Yes,No,No,3,4,0,0,,8,1,0,35,No,,2,0,0,35,No,,5,0,0,35,No,,3,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,1759081,Solutions Vending International,,StartEngine,https://www.startengine.com/popcom,https://www.sec.gov/Archives/edgar/data/1759081/000166516020000288/xslC_X01/primary_doc.xml,3/31/2020,"Solutions Vending International, Inc.",Solutions Vending International,Retail,RetailTech,Early,Seed,RegCF,,Equity - Common,,,"$25,000,000 ",,,,25000000,$24M - $26M,Recurring,B2B,High Growth,Yes,High,High,,"$25,000,000,000 ",$25B-$50B,"$1,000,000,000 ",$1B-$5B,9.00%,0%-10%,5,High,Low,Obviously better than others,High,Low,No,No,Yes,Yes,0,< $10K,61642,"$1,800,000 ",$1M - $2M,3.42%,< 10%,Pre-Profit,,Yes,1,1,No,Yes,Yes,No,3,1,2,0,,5,3,0,41,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1774152,DoraHacks,8/14/2019 9:13,Republic,https://republic.co/dorahacks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001774152&action=getcompany,12/19/2019,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",Dora Hacks,Human Resources,MarketplaceTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$35,000,000 ",0%,"$35,000,000 ",35000000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,No,"$2,171,922,408 ",#NAME?,"$217,192,241 ",#NAME?,23.50%,#NAME?,20,High,Low,Similar to others,High,High,No,No,Yes,Yes,0,#NAME?,8874,"$2,000,000 ",#NAME?,0.44%,#NAME?,Pre-Profit,,Yes,10,2,Yes,Yes,Yes,No,4,10,5,3,,6,1,0,31,Yes,,0,0,0,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1725567,Neurotez,8/19/2019 9:42,NetCapital,https://netcapital.com/companies/neurotez,https://www.sec.gov/Archives/edgar/data/1725567/000166919119000295/xslC_X01/primary_doc.xml,8/5/2019,Neurotez Inc.,Neurotez Inc.,Biotechnology,BioTech,Early,Series A,RegCF,,Equity - Common,,,"$21,959,058 ",,,,21959058,#NAME?,Transactional,B2C,High Growth,No,High,High,No,"$4,160,000,000 ",#NAME?,"$748,800,000 ",#NAME?,8.00%,#NAME?,10,High,Low,Similar to others,High,Low,Yes,Yes,No,No,0,#NAME?,26434,"$4,500,000 ",#NAME?,0.59%,#NAME?,Pre-Product,Phase I,No,0,1,No,No,No,No,2,10,0,2,,26,0,0,58,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1785391,Vendaval,8/21/2019 11:40,Mr. Crowd,https://www.mrcrowd.com/company/VEND,https://www.sec.gov/Archives/edgar/data/1785391/000178539119000001/xslC_X01/primary_doc.xml,8/21/2019,Vendaval Corp.,Vendaval Corp,Real Estate,PropTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$20,000,000 ",,,,20000000,#NAME?,Transactional,B2C,High Growth,No,High,High,No,"$20,000,000 ",#NAME?,"$20,000,000 ",#NAME?,0.00%,#NAME?,,Low,Low,Similar to others,High,High,No,No,No,No,0,#NAME?,5333,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,Yes,No,1,1,0,0,,0,0,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1786471,Aptrea Motors,8/29/2019 9:00,WeFunder,https://wefunder.com/aptera,https://www.sec.gov/Archives/edgar/data/1786471/000167025419000484/xslC_X01/primary_doc.xml,8/22/2019,Aptera Motors Corp.,Aptera,Automotive,CleanTech,Early,Seed,RegCF,,SAFE,,,,"$20,000,000 ",0%,"$20,000,000 ",20000000,#NAME?,Transactional,B2C,High Growth,No,Low,High,No,"$4,000,000,000,000 ",#NAME?,"$185,000,000,000 ",#NAME?,25.60%,#NAME?,30,Low,Low,Similar to others,High,High,Yes,Yes,No,No,0,#NAME?,3158,"$200,000 ",#NAME?,1.58%,#NAME?,Pre-Product,,No,0,2,Yes,No,No,No,3,6,0,0,,16,2,0,46,No,,3,1,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1689304,"Scrap Connection, Inc.",8/30/2019 15:35,WeFunder,https://wefunder.com/scrap.connection.inc,https://www.sec.gov/Archives/edgar/data/1689304/000167025419000488/xslC_X01/primary_doc.xml,8/28/2019,"Scrap Connection, Inc.",Tradefox,International Trade and Development,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$7,000,000 ",0%,"$7,000,000 ",7000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,No,"$250,000,000,000 ",#NAME?,"$2,000,000,000 ",#NAME?,3.10%,#NAME?,9,High,Low,Obviously better than others,High,Low,No,No,Yes,Yes,16172,#NAME?,34184,"$1,715,889 ",#NAME?,1.99%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,2,3,0,0,,16,3,2,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1745527,The OmniPad Company,8/31/2019 13:53,Razitall,https://www.razitall.com/pitch/revolving-tread-omnidirectional-treadmill-for-vr,https://www.sec.gov/Archives/edgar/data/1745527/000166828719000053/xslC_X01/primary_doc.xml,9/27/2019,"The OmniPad Company, LLC",Omnipad,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$2,500,000 ",0%,"$2,500,000 ",2500000,#NAME?,Transactional,B2B/B2C,High Growth,No,Low,High,No,"$18,800,000,000 ",#NAME?,"$4,400,000,000 ",#NAME?,37.20%,#NAME?,6,Low,Low,Similar to others,High,Low,No,Yes,No,No,0,#NAME?,111,"$1,000,000 ",#NAME?,0.01%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,2,5,1,0,,0,0,0,47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1785164,Green Growth,9/3/2019 9:23,Fundanna,https://fundanna.com/equity/offer-summary/GreenGrowth,https://www.sec.gov/Archives/edgar/data/1785164/000178516419000001/xslC_X01/primary_doc.xml,8/16/2019,"Green Growth Real Estate, LLC",Green Growth Real Estate,Commercial Real Estate,Non-Tech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$3,000,000 ",0%,"$3,000,000 ",3000000,#NAME?,Recurring,B2B,Life Style,No,Low,High,No,"$20,225,132,500 ",#NAME?,"$20,225,132,500 ",#NAME?,13.50%,#NAME?,15,Low,Low,Similar to others,High,Low,No,No,No,No,0,#NAME?,27,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,Yes,4,1,0,0,,0,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1728036,"earthdog, GP",9/4/2019 14:38,Razitall,https://www.razitall.com/pitch/every-dog-s-neck-deserves-hemp-gear-from-earthdog,https://www.sec.gov/Archives/edgar/data/1728036/000166828718000027/xslC_X01/primary_doc.xml,4/26/2018,"earthdog, GP",Earthdog,Consumer Goods,Non-Tech,Growth,Series A,RegCF,,CAFES,,,,"$1,900,000 ",0%,"$1,900,000 ",1900000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,Low,No,"$12,296,000,000 ",#NAME?,"$4,303,600,000 ",#NAME?,7.00%,#NAME?,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,286000,#NAME?,5250,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,2,No,Yes,No,No,0,2,0,0,,23,0,0,42,No,,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1727652,English for a Song,9/4/2019 14:47,Razitall,https://www.razitall.com/pitch/transforming-adult-literacy-through-pop-music,https://www.sec.gov/cgi-bin/browse-edgar?company=english+for+a+song&owner=exclude&action=getcompany,5/2/2018,"English for a Song, Inc.",English For a Song,E-learning,EdTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,500,000 ",0%,"$1,500,000 ",1500000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$4,309,637,530 ",#NAME?,"$4,309,637,530 ",#NAME?,15.20%,#NAME?,100,Low,High,Similar to others,Low,High,Yes,No,No,No,0,#NAME?,7,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,4,Yes,Yes,No,No,8,4,0,0,,20,0,0,62,No,,30,0,0,65,Yes,,12,0,0,63,No,,1,1,1,49,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1738707,Of The North Beverage International,9/4/2019 14:51,Razitall,https://www.razitall.com/pitch/the-new-ice-age-borealis-rare-iceberg-beer,https://www.sec.gov/Archives/edgar/data/1738707/000166828718000034/xslC_X01/primary_doc.xml,4/30/2018,Of The North Beverage International Inc,Borealis Rare Iceberg Beer,Food & Beverages,Non-Tech,Early,Seed,RegCF,,CAFES,,,,"$8,750,000 ",0%,"$8,750,000 ",8750000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,High,No,"$114,200,000,000 ",#NAME?,"$27,600,000,000 ",#NAME?,7.00%,#NAME?,100,Low,Low,Similar to others,High,High,No,No,Yes,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,Yes,7,1,No,No,No,No,0,2,0,0,,24,0,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1783015,Soar Robotics,9/5/2019 10:02,Republic,https://republic.co/soar-robotics,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000001/xslC_X01/primary_doc.xml,9/4/2019,Soar Robotics Inc.,Soar Robotics,Industrial Automation,AutomationTech,Early,Seed,RegCF,,CAFES,,,,"$7,000,000 ",20%,"$5,600,000 ",5600000,#NAME?,Recurring,B2B,High Growth,Yes,High,High,Yes,"$1,786,829,694 ",#NAME?,"$1,786,829,694 ",#NAME?,23.40%,#NAME?,15,Low,Low,Similar to others,High,Low,No,No,Yes,Yes,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,No,0,2,Yes,No,Yes,No,3,9,0,0,,6,1,1,31,No,,1,1,1,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1786413,18th and Fairfax LLC dba Intox-Detox,9/5/2019 13:58,Razitall,https://www.razitall.com/pitch/hangovers-suck-creating-better-tomorrows-for-all,https://www.sec.gov/Archives/edgar/data/1786413/000166828719000041/xslC_X01/primary_doc.xml,9/5/2019,18th and Fairfax LLC,Intox-Detox,"Health, Welness & Fitness",Non-Tech,Growth,Seed,RegCF,,CAFES,,,,"$1,600,000 ",0%,"$1,600,000 ",1600000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,Yes,"$785,000,000 ",#NAME?,"$785,000,000 ",#NAME?,12.80%,#NAME?,30,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,19606,#NAME?,8178,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,2,No,Yes,No,No,0,2,0,0,,6,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1739088,Michael Ray Galleries,9/5/2019 14:56,Razitall,https://www.razitall.com/pitch/reclaiming-historical-sites-as-local-art-galleries,https://www.sec.gov/Archives/edgar/data/1739088/000166828718000031/xslC_X01/primary_doc.xml,4/30/2018,Michael Ray Galleries,Michael Ray Galleries,Fine Art,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,500,000 ",0%,"$1,500,000 ",1500000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,"$10,000,000 ",#NAME?,"$10,000,000 ",#NAME?,5.00%,#NAME?,,Low,Low,Similar to others,Low,High,Yes,No,Yes,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,No,0,2,No,No,No,No,2,2,0,0,,30,0,0,42,No,,3,0,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1685241,Le Bread Xpress,9/6/2019 10:38,WeFunder,https://wefunder.com/lebreadxpress,https://www.sec.gov/Archives/edgar/data/1685241/000167025419000443/xslC_X01/primary_doc.xml,8/8/2019,"Le Bread Xpress, Inc.",Le Bread Xpress,Food & Beverages,FoodTech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000 ",0%,"$2,000,000 ",2000000,#NAME?,Recurring,B2B,High Growth,No,Low,High,No,"$30,000,000,000 ",#NAME?,"$5,000,000,000 ",#NAME?,14.50%,#NAME?,20,High,Low,Similar to others,High,High,No,No,Yes,Yes,3953,#NAME?,14109,"$944,500 ",#NAME?,1.49%,#NAME?,Pre-Profit,,Yes,1,2,Yes,No,No,No,4,2,0,0,,5,0,0,54,No,,5,0,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1725162,WeStrive,9/6/2019 10:41,WeFunder,https://wefunder.com/westrive,https://www.sec.gov/Archives/edgar/data/1725162/000167025419000492/xslC_X01/primary_doc.xml,8/28/2019,PerFIcT Inc.,WeStrive,"Health, Welness & Fitness",MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$4,000,000 ",38%,"$2,480,000 ",2480000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$9,000,000,000 ",#NAME?,"$9,000,000,000 ",#NAME?,2.50%,#NAME?,10,High,High,Obviously better than others,Low,High,No,No,Yes,No,0,#NAME?,4073,"$85,605 ",#NAME?,4.76%,#NAME?,Pre-Revenue,,No,0,1,No,No,No,No,1,9,0,0,,4,1,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1783629,Locl,9/10/2019 9:27,WeFunder,https://wefunder.com/locl,https://www.sec.gov/Archives/edgar/data/1783629/000167025419000432/xslC_X01/primary_doc.xml,7/25/2019,LOCL Enterprises Inc.,LOCL,Sporting Goods,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000 ",25%,"$1,500,000 ",1500000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,"$7,100,000,000 ",#NAME?,"$2,130,000,000 ",#NAME?,7.70%,#NAME?,25,Low,Low,Similar to others,Low,High,Yes,No,No,No,0,#NAME?,235,"$15,000 ",#NAME?,1.57%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,2,1,2,0,,0,0,0,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1785480,tinyB chocolate,9/11/2019 10:15,WeFunder,https://wefunder.com/tinybchocolate,https://www.sec.gov/Archives/edgar/data/1785480/000167025419000464/xslC_X01/primary_doc.xml,8/22/2019,tinyB chocolate LLC,tinyB chocolate,Food & Beverages,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$2,500,000 ",0%,"$2,500,000 ",2500000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,"$28,503,000,000 ",#NAME?,"$70,000,000 ",#NAME?,1.90%,#NAME?,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,317558,#NAME?,2722,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,2,No,Yes,Yes,No,4,3,0,0,,6,0,0,41,No,,6,2,1,48,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1785479,Colossal,9/11/2019 10:23,WeFunder,https://wefunder.com/colossal.inc,https://www.sec.gov/Archives/edgar/data/1785479/000167025419000452/xslC_X01/primary_doc.xml,8/14/2019,Colossal Inc,Sayscape,Online Media,MediaTech,Early,Seed,RegCF,,SAFE,,,,"$1,000,000 ",10%,"$900,000 ",900000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$46,000,000,000 ",#NAME?,"$3,496,000,000 ",#NAME?,9.00%,#NAME?,5,Low,Low,Similar to others,High,High,Yes,No,Yes,Yes,2175,#NAME?,431,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,3,4,0,0,,2,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1787347,PromSocial,9/13/2019 10:02,WeFunder,https://wefunder.com/promsocial,https://www.sec.gov/Archives/edgar/data/1787347/000167025419000498/xslC_X01/primary_doc.xml,9/5/2019,PromSocial Inc.,PromSocial,Online Media,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000 ",0%,"$2,000,000 ",2000000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$4,000,000,000 ",#NAME?,"$4,000,000,000 ",#NAME?,17.50%,#NAME?,4,High,High,Obviously better than others,Low,High,No,No,Yes,Yes,0,#NAME?,192,"$5,100 ",#NAME?,3.76%,#NAME?,Pre-Profit,,No,0,4,Yes,No,Yes,No,6,4,0,0,,7,0,0,38,No,,7,1,0,48,Yes,,7,0,0,27,No,,7,0,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1761058,See Me Live,11/25/2019 13:25,Razitall,https://www.razitall.com/pitch/patented-see-me-live-video-platform-prelaunch,https://www.sec.gov/Archives/edgar/data/1761058/000166828719000073/xslC_X01/primary_doc.xml,11/25/2019,"Global 5 Media, Inc.",SeeMeLive,Online Media,MediaTech,Early,Seed,RegCF,,CAFES,,,,"$5,000,000 ",0%,"$5,000,000 ",5000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,"$42,600,000,000 ",#NAME?,"$42,600,000,000 ",#NAME?,20.40%,#NAME?,10,Low,Low,Similar to others,Low,High,No,Yes,No,No,0,#NAME?,4039,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,No,0,1,No,No,No,No,0,4,0,0,,0,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1722137,Upshift,12/2/2019 10:02,Republic,https://republic.co/upshift,https://www.sec.gov/Archives/edgar/data/1722137/000172213719000002/xslC_X01/primary_doc.xml,11/22/2019,Upshift Inc.,Upshift,Automotive,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$8,000,000 ",20%,"$6,400,000 ",6400000,#NAME?,Recurring,B2C,High Growth,Yes,High,High,Yes,"$146,000,000,000 ",#NAME?,"$26,000,000,000 ",#NAME?,20.00%,#NAME?,7,High,Low,Obviously better than others,High,High,Yes,No,Yes,Yes,64847,#NAME?,19434,"$1,150,000 ",#NAME?,1.69%,#NAME?,Pre-Profit,,Yes,3,2,No,Yes,Yes,No,7,7,8,3,,9,0,0,39,Yes,,7,0,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1724320,Buff Bake,12/2/2019 10:05,Republic,https://republic.co/buff-bake,https://www.sec.gov/Archives/edgar/data/1724320/000172432019000002/xslC_X01/primary_doc.xml,11/25/2019,"Buff Bake, Inc.",Buff Bake,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$8,500,000 ",20%,"$6,800,000 ",6800000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,"$700,000,000,000 ",#NAME?,"$252,000,000,000 ",#NAME?,6.00%,#NAME?,30,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,2536240,#NAME?,96958,"$1,000,000 ",#NAME?,9.70%,#NAME?,Pre-Profit,,Yes,6,2,No,Yes,No,No,2,6,1,3,,5,0,0,38,No,,7,1,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
