week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
,Iliass,1783015,Soar Robotics,09/05/2019 10:02 AM,Republic,https://republic.co/soar-robotics,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000001/xslC_X01/primary_doc.xml,09/04/2019,Soar Robotics Inc.,Soar Robotics,,Industrial Automation,AutomationTech,Early,Seed,RegCF,,CAFES,,,,"$7,000,000",20%,"$5,600,000",5600000,#NAME?,Recurring,B2B,High Growth,Yes,High,High,Yes,,1786829694,#NAME?,1786829694,#NAME?,0.234,#NAME?,10-20,Low,Low,Similar to others,High,Low,No,No,Yes,Yes,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,2,Yes,No,Yes,No,3,9,0,0,,6,1,31,No,,1,1,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,2.00,,34.00,#NAME?,,#NAME?,3.1,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,3.0,4.3,2.8,#NAME?,100%,2,46%,9,6%,Yes,28%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,Low,19%,,,#NAME?,#NAME?
,Iliass,1786413,18th and Fairfax LLC dba Intox-Detox,09/05/2019 1:58 PM,Razitall,https://www.razitall.com/pitch/hangovers-suck-creating-better-tomorrows-for-all,https://www.sec.gov/Archives/edgar/data/1786413/000166828719000041/xslC_X01/primary_doc.xml,09/05/2019,18th and Fairfax LLC,Intox-Detox,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Growth,Seed,RegCF,,CAFES,,,,"$1,600,000",0%,"$1,600,000",1600000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,Yes,,785000000,#NAME?,785000000,#NAME?,0.128,#NAME?,20-30,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$19,606",#NAME?,8178,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,2,No,Yes,No,No,0,2,0,0,,6,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,0.00,,42.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.4,#NAME?,100%,2,46%,2,16%,No,72%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1739088,Michael Ray Galleries,09/05/2019 2:56 PM,Razitall,https://www.razitall.com/pitch/reclaiming-historical-sites-as-local-art-galleries,https://www.sec.gov/Archives/edgar/data/1739088/000166828718000031/xslC_X01/primary_doc.xml,04/30/2018,Michael Ray Galleries,Michael Ray Galleries,,Fine Art,Non-Tech,Early,Pre-Seed,RegCF,,CAFES,,,,"$1,500,000",0%,"$1,500,000",1500000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,Low,No,,10000000,#NAME?,10000000,#NAME?,0.05,#NAME?,> 50,Low,Low,Similar to others,Low,High,Yes,No,Yes,No,$0,#NAME?,0,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,2,No,No,No,No,2,2,0,0,,30,0,42,No,,3,0,54,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.50,,0.00,,48.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.6,1.0,3.6,2.2,#NAME?,100%,2,46%,2,16%,No,72%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1685241,Le Bread Xpress,09/06/2019 10:38 AM,WeFunder,https://wefunder.com/lebreadxpress,https://www.sec.gov/Archives/edgar/data/1685241/000167025419000443/xslC_X01/primary_doc.xml,08/08/2019,"Le Bread Xpress, Inc.",Le Bread Xpress,,"Food, Beverage, & Restaurants",FoodTech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000",0%,"$2,000,000",2000000,#NAME?,Recurring,B2B,High Growth,No,Low,High,No,,30000000000,#NAME?,5000000000,#NAME?,0.145,#NAME?,10-20,High,Low,Similar to others,High,High,No,No,Yes,Yes,"$3,953",#NAME?,14109,944500,#NAME?,0.014938062,#NAME?,Pre-Profit,,Yes,1,2,Yes,No,No,No,4,2,0,0,,5,0,54,No,,5,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,50.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,2,46%,2,16%,Yes,28%,No,No,No,,Recurring,40%,B2B,24%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1725162,WeStrive,9/6/2019 10:41 AM,WeFunder,https://wefunder.com/westrive,https://www.sec.gov/Archives/edgar/data/1725162/000167025419000492/xslC_X01/primary_doc.xml,8/28/2019,PerFIcT Inc.,WeStrive,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$4,000,000",38%,"$2,480,000",2480000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,9000000000,#NAME?,9000000000,#NAME?,0.025,#NAME?,5-10,High,High,Obviously better than others,Low,High,No,No,Yes,No,$0,#NAME?,4073,85605,#NAME?,0.047578997,#NAME?,Pre-Revenue,,No,0,1,No,No,No,No,1,9,0,0,,4,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,0.00,,27.00,#NAME?,,#NAME?,5.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.4,1.0,2.4,1.3,#NAME?,100%,1,46%,9,6%,No,72%,No,No,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1783629,Locl,09/10/2019 9:27 AM,WeFunder,https://wefunder.com/locl,https://www.sec.gov/Archives/edgar/data/1783629/000167025419000432/xslC_X01/primary_doc.xml,07/25/2019,LOCL Enterprises Inc.,LOCL,,Sporting Goods,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000",25%,"$1,500,000",1500000,#NAME?,Transactional,B2C,Life Style,No,Low,High,No,,7100000000,#NAME?,2130000000,#NAME?,0.077,#NAME?,20-30,Low,Low,Similar to others,Low,High,Yes,No,No,No,$0,#NAME?,235,15000,#NAME?,0.015666667,#NAME?,Pre-Product,,No,0,1,No,No,No,No,2,1,2,0,,0,0,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,44.00,#NAME?,,#NAME?,3.6,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1785480,tinyB chocolate,09/11/2019 10:15 AM,WeFunder,https://wefunder.com/tinybchocolate,https://www.sec.gov/Archives/edgar/data/1785480/000167025419000464/xslC_X01/primary_doc.xml,08/22/2019,tinyB chocolate LLC,tinyB chocolate,,"Food, Beverage, & Restaurants",Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$2,500,000",0%,"$2,500,000",2500000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,,28503000000,#NAME?,70000000,#NAME?,0.019,#NAME?,> 50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$317,558",#NAME?,2722,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,2,No,Yes,Yes,No,4,3,0,0,,6,0,41,No,,6,1,48,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,1.00,,44.50,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,2.0,3.6,2.2,#NAME?,100%,2,46%,3,9%,No,72%,Yes,Yes,No,,Transactional,60%,B2B/B2C,28%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1785479,Colossal,09/11/2019 10:23 AM,WeFunder,https://wefunder.com/colossal.inc,https://www.sec.gov/Archives/edgar/data/1785479/000167025419000452/xslC_X01/primary_doc.xml,08/14/2019,Colossal Inc,Sayscape,,Online Media,MediaTech,Early,Seed,RegCF,,SAFE,,,,"$1,000,000",10%,"$900,000",900000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,46000000000,#NAME?,3496000000,#NAME?,0.09,#NAME?,5-10,Low,Low,Similar to others,High,High,Yes,No,Yes,Yes,"$2,175",#NAME?,431,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,3,4,0,0,,2,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,0.00,,35.00,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.2,1.0,2.2,1.1,#NAME?,100%,1,46%,4,12%,No,72%,No,No,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1787347,PromSocial,09/13/2019 10:02 AM,WeFunder,https://wefunder.com/promsocial,https://www.sec.gov/Archives/edgar/data/1787347/000167025419000498/xslC_X01/primary_doc.xml,09/05/2019,PromSocial Inc.,PromSocial,,Online Media,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$2,000,000",0%,"$2,000,000",2000000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,,4000000000,#NAME?,4000000000,#NAME?,0.175,#NAME?,< 5,High,High,Obviously better than others,Low,High,No,No,Yes,Yes,$0,#NAME?,192,5100,#NAME?,0.037647059,#NAME?,Pre-Profit,,No,0,4,Yes,No,Yes,No,6,4,0,0,,7,0,38,No,,7,0,48,Yes,,7,0,27,No,,7,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,0.00,,37.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.5,#NAME?,100%,4,4%,4,12%,Yes,28%,No,Yes,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1761058,See Me Live,11/25/2019 1:25 PM,Razitall,https://www.razitall.com/pitch/patented-see-me-live-video-platform-prelaunch,https://www.sec.gov/Archives/edgar/data/1761058/000166828719000073/xslC_X01/primary_doc.xml,11/25/2019,"Global 5 Media, Inc.",SeeMeLive,,Online Media,MediaTech,Early,Seed,RegCF,,CAFES,,,,"$5,000,000",0%,"$5,000,000",5000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,,42600000000,#NAME?,42600000000,#NAME?,0.204,#NAME?,5-10,Low,Low,Similar to others,Low,High,No,Yes,No,No,$0,#NAME?,4039,0,#NAME?,1,#NAME?,Pre-Product,,No,0,1,No,No,No,No,0,4,0,0,,0,0,45,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,45.00,#NAME?,,#NAME?,1.0,,,#NAME?,CAFES,10.0%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,4,12%,No,72%,No,No,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1722137,Upshift,12/2/2019 10:02 AM,Republic,https://republic.co/upshift,https://www.sec.gov/Archives/edgar/data/1722137/000172213719000002/xslC_X01/primary_doc.xml,11/22/2019,Upshift Inc.,Upshift,,Automotive,MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$8,000,000",20%,"$6,400,000",6400000,#NAME?,Recurring,B2C,High Growth,Yes,High,High,Yes,,1.46E+11,#NAME?,26000000000,#NAME?,0.2,#NAME?,5-10,High,Low,Obviously better than others,High,High,Yes,No,Yes,Yes,"$64,847",#NAME?,19434,1150000,#NAME?,0.01689913,#NAME?,Pre-Profit,,Yes,3,2,No,Yes,Yes,No,7,7,8,3,,9,0,39,Yes,,7,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,0.00,,38.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.8,1.0,2.8,1.6,#NAME?,100%,2,46%,7,4%,No,72%,Yes,Yes,No,,Recurring,40%,B2C,41%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1724320,Buff Bake,12/2/2019 10:05 AM,Republic,https://republic.co/buff-bake,https://www.sec.gov/Archives/edgar/data/1724320/000172432019000002/xslC_X01/primary_doc.xml,11/25/2019,"Buff Bake, Inc.",Buff Bake,,"Food, Beverage, & Restaurants",Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$8,500,000",20%,"$6,800,000",6800000,#NAME?,Transactional,B2B/B2C,Life Style,No,High,High,No,,7E+11,#NAME?,2.52E+11,#NAME?,0.06,#NAME?,20-30,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$2,536,240",#NAME?,96958,1000000,#NAME?,0.096958,#NAME?,Pre-Profit,,Yes,6,2,No,Yes,No,No,2,6,1,3,,5,0,38,No,,7,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,0.00,,34.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.6,1.0,2.6,1.4,#NAME?,100%,2,46%,6,6%,No,72%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1687316,World Tree,12/2/2019 10:35 AM,WeFunder,https://wefunder.com/worldtree,https://www.sec.gov/Archives/edgar/data/1687316/000147793220001300/xsl1-A_X01/primary_doc.xml,09/17/2020,"World Tree USA, LLC",World Tree,,Renewables & Envirnoment,Non-Tech,Early,Seed,RegCF,RegD 506(C),Equity - Common,,,"$8,030,000",,,,8030000,#NAME?,Transactional,B2B,Life Style,No,Low,High,No,,12840676670,#NAME?,12840676670,#NAME?,0.046,#NAME?,> 50,Low,Low,Similar to others,High,High,Yes,No,Yes,Yes,$0,#NAME?,38259,3121096,#NAME?,0.012258194,#NAME?,Pre-Revenue,,No,0,1,No,Yes,No,No,1,6,0,0,,18,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,,0.00,,40.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.7,1.0,3.7,2.3,#NAME?,100%,1,46%,6,6%,No,72%,Yes,No,No,,Transactional,60%,B2B,24%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1791397,AmmoSquared,12/02/2019 10:44 AM,WeFunder,https://wefunder.com/ammosquared,https://www.sec.gov/Archives/edgar/data/1791397/000167025419000652/xslC_X01/primary_doc.xml,11/13/2019,Ammosquared Inc.,Ammosquared,,Consumer Goods & Services,RetailTech,Growth,Seed,RegCF,,Equity - Preferred,,,"$4,490,000",,,,4490000,#NAME?,Recurring,B2C,High Growth,Yes,Low,High,No,,13300000000,#NAME?,4000000000,#NAME?,0.035,#NAME?,20-30,High,Low,Similar to others,High,High,No,No,Yes,Yes,"$61,265",#NAME?,1030,234790,#NAME?,0.004386899,#NAME?,Pre-Profit,,No,0,2,No,Yes,No,No,2,4,0,0,,5,0,38,No,,5,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,38.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Preferred,6.7%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,2,46%,4,12%,No,72%,Yes,No,No,,Recurring,40%,B2C,41%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1791127,Eight Bridges Brewing,12/03/2019 10:40 AM,StartEngine,https://www.startengine.com/eight-bridges-brewing-inc,https://www.sec.gov/Archives/edgar/data/1791127/000166516019001157/xslC_X01/primary_doc.xml,12/02/2019,"Eight Bridges Brewing, Inc.","Eight Bridges Brewing, Inc.",,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$3,010,000",,,,3010000,#NAME?,Transactional,B2B/B2C,Life Style,No,Low,High,No,,1.142E+11,#NAME?,27600000000,#NAME?,0.07,#NAME?,> 50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$369,422",#NAME?,6427,0,#NAME?,1,#NAME?,Pre-Profit,,No,0,1,No,No,No,No,2,5,0,0,,5,0,75,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,0.00,,75.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.5,1.0,2.5,1.4,#NAME?,100%,1,46%,5,13%,No,72%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,High,59%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1792508,Linen App,12/5/2019 8:56 AM,Republic,https://republic.co/linen,https://www.sec.gov/Archives/edgar/data/1792508/000179250819000001/xslC_X01/primary_doc.xml,11/20/2019,"Linen Mobile, Inc.",Linen App,,Banking,FinTech,Early,Seed,RegCF,,SAFE,,,,"$19,800,000",0%,"$19,800,000",19800000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,Low,Low,No,,43800000000,#NAME?,43800000000,#NAME?,0.01,#NAME?,> 50,Low,Low,Similar to others,High,High,No,No,Yes,No,$0,#NAME?,26484,0,#NAME?,1,#NAME?,Pre-Revenue,,No,0,2,Yes,No,No,No,2,3,1,4,,3,0,25,No,,2,0,36,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,0.00,,30.50,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.2,1.0,2.2,1.2,#NAME?,100%,2,46%,3,9%,Yes,28%,No,No,No,,Recurring,40%,B2B/B2C,28%,Low,47%,Low,41%,,3.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,High,43%,High,80%,,,#NAME?,#NAME?
,Iliass,1730486,Thematic,12/06/2019 9:22 AM,Microventures,https://app.microventures.com/crowdfunding/thematic,https://www.sec.gov/Archives/edgar/data/1730486/000173048619000001/xslC_X01/primary_doc.xml,12/05/2019,"Thematic, Inc.",Thematic,,Internet,MarketplaceTech,Growth,Seed,RegCF,,Convertible Note,,,,"$8,000,000",0%,"$8,000,000",8000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,Yes,,24547000000,#NAME?,24547000000,#NAME?,0.095,#NAME?,> 50,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$10,481",#NAME?,113842,1320000,#NAME?,0.086243939,#NAME?,Pre-Profit,,,0,2,Yes,Yes,No,No,3,6,0,2,,11,0,39,No,,14,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50,,0.00,,39.00,#NAME?,,#NAME?,1.0,,,#NAME?,Convertible Note,13.3%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.2,1.0,3.2,1.9,#NAME?,100%,2,46%,6,6%,Yes,28%,Yes,No,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,Low,56%,High,80%,,,#NAME?,#NAME?
,Iliass,1730486,RehabPath,12/06/2019 9:27 AM,Republic,https://republic.co/rehabpath,https://www.sec.gov/Archives/edgar/data/1791847/000179184719000001/xslC_X01/primary_doc.xml,12/05/2019,RehabPath Inc.,RehabPath,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",MarketplaceTech,Growth,Series A,RegCF,,SAFE,,,,"$5,000,000",20%,"$4,000,000",4000000,#NAME?,Recurring,B2C,High Growth,Yes,High,Low,No,,1800000000,#NAME?,1800000000,#NAME?,0.029,#NAME?,10-20,High,High,Obviously better than others,High,High,Yes,Yes,Yes,Yes,"$214,993",#NAME?,9006,570000,#NAME?,0.0158,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,3,5,0,0,,10,0,30,No,,10,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,0.00,,32.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.0,1.0,3.0,1.7,#NAME?,100%,2,46%,5,13%,Yes,28%,No,No,No,,Recurring,40%,B2C,41%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,High,43%,High,80%,,,#NAME?,#NAME?
